LOCAL HEALTH UNIT,OPERATION NAME,ADDRESS,CITY,STATE,ZIP,MUNICIPALITY,COUNTY,VENDOR TYPE,CREATION DATE,LOCATION
ONONDAGA,MOBIL,685 WEST HIAWATHA BOULEVARD,SYRACUSE,NY,13204,SYRACUSE,ONONDAGA,CONVENIENCE/GAS,07/10/2023,"685 WEST HIAWATHA BOULEVARD
SYRACUSE, NY 13204
(43.062061511, -76.175735684)"
NYC,"FT. WASHINGTON CANDY & GROCERY, INC.",802 WEST 181ST STREET,NEW YORK,NY,10033,MANHATTAN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"802 WEST 181ST STREET
NEW YORK, NY 10033
(40.85086864, -73.938549987)"
CHAUTAUQUA,7 - ELEVEN # 35204,1011 EAST 2ND STREET,JAMESTOWN,NY,14701,JAMESTOWN,CHAUTAUQUA,CONVENIENCE STORE,07/10/2023,"1011 EAST 2ND STREET
JAMESTOWN, NY 14701
(42.107918082, -79.222528739)"
ONEIDA,ADIRONDACK VAPOR CO,4 CAMPION ROAD,NEW HARTFORD,NY,13413,NEW HARTFORD,ONEIDA,OTHER,07/10/2023,"4 CAMPION ROAD
NEW HARTFORD, NY 13413
(43.074229855, -75.287637252)"
NYC,NATURAL AND ORGANIC DELI CORP,1203 MYRTLE AVENUE,BROOKLYN,NY,11221,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"1203 MYRTLE AVENUE
BROOKLYN, NY 11221
(40.697459318, -73.9319743)"
ERIE,7-ELEVEN # 35162 A,2458 DELAWARE  AVENUE,BUFFALO,NY,14216,BUFFALO,ERIE,CONVENIENCE STORE,07/10/2023,"2458 DELAWARE  AVENUE
BUFFALO, NY 14216
(42.951100787, -78.869055751)"
NYC,KWIK PIK INC,25-07 30TH  AVENUE,ASTORIA,NY,11102,QUEENS,NEW YORK CITY,GAS STATION,07/10/2023,"25-07 30TH  AVENUE
ASTORIA, NY 11102
(40.768590328, -73.924671986)"
OSWEGO,DOLLAR GENERAL STORE #10640,NORTH 6124 MAIN STREET,SANDY CREEK,NY,13145,SANDY CREEK,OSWEGO,DISCOUNT STORE,07/10/2023,"NORTH 6124 MAIN STREET
SANDY CREEK, NY 13145
(43.647518295, -76.084575027)"
HERKIMER DO,MOHAN STOP & SHOP,41 WEST STATE STREET,JOHNSTOWN,NY,12095,JOHNSTOWN,FULTON,CONVENIENCE/GAS,07/10/2023,"41 WEST STATE STREET
JOHNSTOWN, NY 12095
(43.009695738, -74.376731745)"
ERIE,KWIK FILL M0052,75 WAVERLY  STREET,SPRINGVILLE,NY,14141,CONCORD,ERIE,GAS STATION,07/10/2023,"75 WAVERLY  STREET
SPRINGVILLE, NY 14141
(42.507857574, -78.676426121)"
WESTCHESTER,MATT'S CONVENIENCE,1133 WESTCHESTER AVENUE,WHITE PLAINS,NY,10604,WHITE PLAINS,WESTCHESTER,CONVENIENCE STORE,07/10/2023,"1133 WESTCHESTER AVENUE
WHITE PLAINS, NY 10604
(41.010726705, -73.726224896)"
SCHENECTADY,EXOTIC SMOKE SHOP,2230 BROADWAY,SCHENECTADY,NY,12306,ROTTERDAM,SCHENECTADY,TOBACCO RETAIL,07/10/2023,"2230 BROADWAY
SCHENECTADY, NY 12306
(42.796456505, -73.968615705)"
NYC,MP MINI MARKET CORP,13901 90TH AVENUE,JAMAICA,NY,11435,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"13901 90TH AVENUE
JAMAICA, NY 11435
(40.701592937, -73.812409636)"
SUFFOLK,SPEEDWAY,3415 VETERAN'S HWY,RONKONKOMA,NY,11779,BROOKHAVEN,SUFFOLK,CONVENIENCE/GAS,07/10/2023,"3415 VETERAN'S HWY
RONKONKOMA, NY 11779
(40.787627935, -73.126163107)"
NYC,EASTMIDTOWN INC,246 EAST 53RD STREET,NEW YORK,NY,10022,MANHATTAN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"246 EAST 53RD STREET
NEW YORK, NY 10022
(40.756908218000035, -73.96773778599999)"
WESTCHESTER,CHESTNUT MARTS INC. #12203,30 EAST LINCOLN AVENUE,PELHAM,NY,10803,PELHAM,WESTCHESTER,CONVENIENCE/GAS,07/10/2023,"30 EAST LINCOLN AVENUE
PELHAM, NY 10803
(40.91608819, -73.810954641)"
WYOMING,DOLLAR GENERAL STORE #8085,80 SOUTH MAIN STREET,WARSAW,NY,14569,WARSAW,WYOMING,GROCERY SUPERMARKET,07/10/2023,"80 SOUTH MAIN STREET
WARSAW, NY 14569
(42.738518162, -78.132379669)"
NIAGARA,UNITED REFINING COMPANY OF PEN,3945 NIAGARA FALLS BOULEVARD,NORTH TONAWANDA,NY,14120,NO. TONAWANDA,NIAGARA,CONVENIENCE/GAS,07/10/2023,"3945 NIAGARA FALLS BOULEVARD
NORTH TONAWANDA, NY 14120
(43.054415999, -78.827191162)"
NYC,116 GREENE BITES CORP,116 DEKALB AVENUE,BROOKLYN,NY,11201,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"116 DEKALB AVENUE
BROOKLYN, NY 11201
(40.689779306, -73.97786919)"
SCHENECTADY,PRIYAJ INC,2248 BROADWAY,SCHENECTADY,NY,12306,SCHENECTADY,SCHENECTADY,CONVENIENCE STORE,07/10/2023,"2248 BROADWAY
SCHENECTADY, NY 12306
(42.796375088, -73.968808332)"
ERIE,KENMORE CONVENIENCE,2411 ELMWOOD  AVENUE,KENMORE,NY,14217,KENMORE,ERIE,CONVENIENCE/GAS,07/10/2023,"2411 ELMWOOD  AVENUE
KENMORE, NY 14217
(42.963072743, -78.878225218)"
NASSAU,AMOCO / SHARAN PETROLEUM INC.,205 JERICHO TURNPIKE,NEW HYDE PARK,NY,11040,HEMPSTEAD,NASSAU,CONVENIENCE/GAS,07/10/2023,"205 JERICHO TURNPIKE
NEW HYDE PARK, NY 11040
(40.731456192, -73.692250361)"
NYC,SMOKY CONVENIENCE CORPORATION,16803 JAMAICA AVENUE,QUEENS,NY,11432,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"16803 JAMAICA AVENUE
QUEENS, NY 11432
(40.70658939, -73.792408404)"
ORANGE,CUMBERLAND FARMS #1560,270 ROUTE 17K,NEWBURGH,NY,12550,NEWBURGH,ORANGE,CONVENIENCE/GAS,07/10/2023,"270 ROUTE 17K
NEWBURGH, NY 12550
(41.524781576000066, -74.11862981199994)"
NYC,ANAN ARSHI INC,20802 48TH AVENUE,OAKLAND GARDENS,NY,11364,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"20802 48TH AVENUE
OAKLAND GARDENS, NY 11364
(40.754234936, -73.77260423)"
CATTARAUGUS,KWIK FILL #M0396,1 E.  WASHINGTON ST.,ELLICOTTVILLE,NY,14731,ELLICOTTVILLE,CATTARAUGUS,CONVENIENCE/GAS,07/10/2023,"1 E.  WASHINGTON ST.
ELLICOTTVILLE, NY 14731
(42.276751111, -78.668828597)"
NYC,3 BROS DELI & GROCERY NY CORP,6409 BAY PARKWAY,BROOKLYN,NY,11204,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"6409 BAY PARKWAY
BROOKLYN, NY 11204
(40.614134777, -73.980877341)"
SCHOHARIE,DOLLAR GENERAL JEFFERSON,1273 STATE RT 10 ROUTE,JEFFERSON,NY,12093,JEFFERSON,SCHOHARIE,DISCOUNT STORE,07/10/2023,"1273 STATE RT 10 ROUTE
JEFFERSON, NY 12093
(42.481730008, -74.601643039)"
NASSAU,HILYANA DELI & GROCERY INC.  / HILYANA DELI CORP.,682 JERUSALEM AVENUE,UNIONDALE,NY,11553,HEMPSTEAD,NASSAU,DELICATESSEN,07/10/2023,"682 JERUSALEM AVENUE
UNIONDALE, NY 11553
(40.699985498, -73.592025681)"
SUFFOLK,BLUE BELL BEER DISTRIBUTORS,8 GATES STREET,GREENLAWN,NY,11740,HUNTINGTON,SUFFOLK,LIQUOR/BEVERAGE STORE,07/10/2023,"8 GATES STREET
GREENLAWN, NY 11740
(40.867598416, -73.36389098)"
BROOME,WEIS MARKETS #220,50 PENNSYLVANIA AVENUE,BINGHAMTON,NY,13903,BINGHAMTON,BROOME,GROCERY SUPERMARKET,07/10/2023,"50 PENNSYLVANIA AVENUE
BINGHAMTON, NY 13903
(42.086259998, -75.917204263)"
ORANGE,A-PLUS SUNOCO,771  ROUTE 17M,MONROE,NY,10950,MONROE,ORANGE,CONVENIENCE/GAS,07/10/2023,"771  ROUTE 17M
MONROE, NY 10950
(41.331840349, -74.19232032)"
NYC,LUCKY LOTTO 1 DELI INC,1450 NOSTRAND AVENUE,BROOKLYN,NY,11226,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"1450 NOSTRAND AVENUE
BROOKLYN, NY 11226
(40.650996794, -73.949750389)"
RENSSELAER,STEWART'S SHOP #219,CORNER CHURCH & RIVER  STREET,HOOSICK FALLS,NY,12090,HOOSICK,RENSSELAER,CONVENIENCE/GAS,07/10/2023,"CORNER CHURCH & RIVER  STREET
HOOSICK FALLS, NY 12090
(42.896750012, -73.351560027)"
NYC,SHOPPER STOP AND DELI CORP,218 RALPH AVENUE,BROOKLYN,NY,11233,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"218 RALPH AVENUE
BROOKLYN, NY 11233
(40.682159118, -73.92270995)"
NYC,BAJWA FOOD MARKET LLC,104-03 47TH AVENUE,CORONA,NY,11368,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"104-03 47TH AVENUE
CORONA, NY 11368
(40.745906425, -73.859390958)"
NYC,JPS PETROLEUM INC.,4090 BOSTON ROAD,BRONX,NY,10475,BRONX,NEW YORK CITY,GAS STATION,07/10/2023,"4090 BOSTON ROAD
BRONX, NY 10475
(40.885450026, -73.828044568)"
NYC,230 DELI AND GRILL CORP,4122 WHITE PLAINS ROAD,BRONX,NY,10466,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"4122 WHITE PLAINS ROAD
BRONX, NY 10466
(40.891203825, -73.858379849)"
SUFFOLK,J.R. DRIVE THRU,1028 ROUTE 25A,MT SINAI,NY,11766,BROOKHAVEN,SUFFOLK,CONVENIENCE STORE,07/10/2023,"1028 ROUTE 25A
MT SINAI, NY 11766
(40.940115666, -73.000451994)"
ONONDAGA,STONEDHENGE SMOKE-N-GROW,7271 STATE FAIR  BOULEVARD,BALDWINSVILLE,NY,13027,VAN BUREN,ONONDAGA,TOBACCO RETAIL,07/10/2023,"7271 STATE FAIR  BOULEVARD
BALDWINSVILLE, NY 13027
(43.122189931, -76.287852692)"
ERIE,RED APPLE FOOD MART M0319,4205 DELAWARE  AVENUE,TONAWANDA,NY,14150,TONAWANDA,ERIE,CONVENIENCE/GAS,07/10/2023,"4205 DELAWARE  AVENUE
TONAWANDA, NY 14150
(42.998936769, -78.874463001)"
ALBANY,REMSEN MINI MART,203 REMSEN  STREET,COHOES,NY,12047,COHOES,ALBANY,CONVENIENCE STORE,07/10/2023,"203 REMSEN  STREET
COHOES, NY 12047
(42.771458203, -73.700456411)"
ERIE,DOLLAR GENERAL # 13305,2750 HARLEM  ROAD,CHEEKTOWAGA,NY,14225,CHEEKTOWAGA,ERIE,DISCOUNT STORE,07/10/2023,"2750 HARLEM  ROAD
CHEEKTOWAGA, NY 14225
(42.918619112, -78.784388255)"
ERIE,SPEEDWAY #9885,2861 SOUTH PARK  AVENUE,LACKAWANNA,NY,14218,LACKAWANNA,ERIE,CONVENIENCE/GAS,07/10/2023,"2861 SOUTH PARK  AVENUE
LACKAWANNA, NY 14218
(42.822099441, -78.824389763)"
ERIE,HAMPSHIRE SAVE MORE MARKET,250 HAMPSHIRE  STREET,BUFFALO,NY,14213,BUFFALO,ERIE,CONVENIENCE STORE,07/10/2023,"250 HAMPSHIRE  STREET
BUFFALO, NY 14213
(42.912936766, -78.892513429)"
SUFFOLK,CONOCO,655 BROADWAY,AMITYVILLE,NY,11701,BABYLON,SUFFOLK,CONVENIENCE/GAS,07/10/2023,"655 BROADWAY
AMITYVILLE, NY 11701
(40.697757756, -73.424787267)"
WESTCHESTER,K D CONVENIENCE INC.,25 BEEKMAN AVENUE,SLEEPY HOLLOW,NY,10591,GREENBURG,WESTCHESTER,CONVENIENCE STORE,07/10/2023,"25 BEEKMAN AVENUE
SLEEPY HOLLOW, NY 10591
(41.085200297, -73.859630337)"
CORTLAND,DOLLAR GENERAL #21716,ROUTE 26,CINCINNATUS,NY,13040,CINCINNATUS,CORTLAND,DISCOUNT STORE,07/10/2023,"ROUTE 26
CINCINNATUS, NY 13040
(42.524161739, -75.911554748)"
WESTCHESTER,"PREFERRED AUTO CARE, INC.",114 SOUTH GREELEY AVENUE,CHAPPAQUA,NY,10514,NEW CASTLE,WESTCHESTER,GAS STATION,07/10/2023,"114 SOUTH GREELEY AVENUE
CHAPPAQUA, NY 10514
(41.157320785, -73.773495645)"
MONROE,PORTLAND GROCERCIES,984 PORTLAND  AVENUE,ROCHESTER,NY,14621,ROCHESTER,MONROE,CONVENIENCE STORE,07/10/2023,"984 PORTLAND  AVENUE
ROCHESTER, NY 14621
(43.183629072, -77.584716006)"
NYC,HANA NATURAL INC.,24-26 WYCKOFF AVENUE,BROOKLYN,NY,11237,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"24-26 WYCKOFF AVENUE
BROOKLYN, NY 11237
(40.706285336, -73.922619426)"
SUFFOLK,APPLEGREEN,540 ISLIP AVE.,ISLIP,NY,11751,ISLIP,SUFFOLK,CONVENIENCE/GAS,07/10/2023,"540 ISLIP AVE.
ISLIP, NY 11751
(40.752547114, -73.209311)"
NYC,ELIM DELI CAFE INC.,851 LEXINGTON AVENUE,NEW YORK,NY,10065,MANHATTAN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"851 LEXINGTON AVENUE
NEW YORK, NY 10065
(40.765593211, -73.965539296)"
NYC,384 LIBERTY CORP.,384 LIBERTY  AVENUE,BROOKLYN,NY,11207,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"384 LIBERTY  AVENUE
BROOKLYN, NY 11207
(40.674398858, -73.895953993)"
ONONDAGA,KWIK FILL,7342 OSWEGO ROAD,LIVERPOOL,NY,13090,CLAY,ONONDAGA,CONVENIENCE/GAS,07/10/2023,"7342 OSWEGO ROAD
LIVERPOOL, NY 13090
(43.126303057, -76.217470521)"
NYC,"M.I. TELECOM, INC.",37-70 74TH STREET,JACKSON HEIGHTS,NY,11372,QUEENS,NEW YORK CITY,CONVENIENCE STORE,07/10/2023,"37-70 74TH STREET
JACKSON HEIGHTS, NY 11372
(40.74703442, -73.891595739)"
NYC,"WILLIAMS, NEVILLE",126-06 LIBERTY AVENUE,SOUTH RICHMOND HILL,NY,11419,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"126-06 LIBERTY AVENUE
SOUTH RICHMOND HILL, NY 11419
(40.688372497, -73.818321896)"
NYC,"MANDO FOOD, CORP.",7212 5TH AVENUE,BROOKLYN,NY,11209,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"7212 5TH AVENUE
BROOKLYN, NY 11209
(40.631434983, -74.022017649)"
NYC,MAGIC 7 STORE INC.,174 WEST FORDHAM ROAD,BRONX,NY,10468,BRONX,NEW YORK CITY,TOBACCO RETAIL,07/10/2023,"174 WEST FORDHAM ROAD
BRONX, NY 10468
(40.862604268, -73.908674118)"
NYC,VIDA MEXICANA INC.,223 DYCKMAN STREET,NEW YORK,NY,10034,MANHATTAN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"223 DYCKMAN STREET
NEW YORK, NY 10034
(40.865726185, -73.927377412)"
NYC,OSMARY LUGO,365 ONDERDONK AVENUE,RIDGEWOOD,NY,11385,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"365 ONDERDONK AVENUE
RIDGEWOOD, NY 11385
(40.708254832, -73.914214305)"
NYC,T.S.M. 2ND AVE. GOURMET INC.,248 EAST 119TH STREET,NEW YORK,NY,10035,MANHATTAN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"248 EAST 119TH STREET
NEW YORK, NY 10035
(40.798985749, -73.93670907)"
NYC,NEW WAY DELI & GROCERY CORP.,35-02 103RD STREET,CORONA,NY,11368,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"35-02 103RD STREET
CORONA, NY 11368
(40.754615977, -73.865187379)"
NYC,#1 JUNIOR INC.,203 T S BOYLAND STREET,BROOKLYN,NY,11233,BROOKLYN,NEW YORK CITY,OTHER,07/10/2023,"203 T S BOYLAND STREET
BROOKLYN, NY 11233
(40.677437466, -73.913466471)"
NYC,EXOTIC & HOOKAH SHOP CORPORATION,1461 JEROME AVENUE,BRONX,NY,10452,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"1461 JEROME AVENUE
BRONX, NY 10452
(40.841268218, -73.91726976)"
NYC,SPARK SLOPE 1 CORP,86 5TH AVENUE,BROOKLYN,NY,11217,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"86 5TH AVENUE
BROOKLYN, NY 11217
(40.680474678, -73.97778549)"
ERIE,SUNOCO,175 MAIN  STREET,EAST AURORA,NY,14052,AURORA,ERIE,CONVENIENCE/GAS,07/10/2023,"175 MAIN  STREET
EAST AURORA, NY 14052
(42.767728048, -78.628273127)"
WESTCHESTER,M VERNON GAS INC.,2 WEST SANDFORD BOULEVARD,MT. VERNON,NY,10550,MT. VERNON,WESTCHESTER,CONVENIENCE/GAS,07/10/2023,"2 WEST SANDFORD BOULEVARD
MT. VERNON, NY 10550
(40.899179541, -73.832611364)"
NYC,PARIS DELI GROCERY NY CORP.,1751 NOSTRAND AVENUE,BROOKLYN,NY,11226,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"1751 NOSTRAND AVENUE
BROOKLYN, NY 11226
(40.64310737, -73.948577928)"
NYC,YUEWU INC,3512 BELL BOULEVARD,BAYSIDE,NY,11361,QUEENS,NEW YORK CITY,CONVENIENCE STORE,07/10/2023,"3512 BELL BOULEVARD
BAYSIDE, NY 11361
(40.76855504, -73.773770488)"
GLENS FALLS DO,POTTERSVILLE MINI MART,38 VALLEY FARM ROAD,POTTERSVILLE,NY,12860,CHESTER,WARREN,CONVENIENCE STORE,07/10/2023,"38 VALLEY FARM ROAD
POTTERSVILLE, NY 12860
(43.72305277900006, -73.82444881499998)"
BROOME,DOLLAR GENERAL STORE #09622,325 CLINTON STREET,BINGHAMTON,NY,13905,BINGHAMTON,BROOME,DISCOUNT STORE,07/10/2023,"325 CLINTON STREET
BINGHAMTON, NY 13905
(42.110125666, -75.937174063)"
NYC,LORD OF KINGS INC,9612 SEAVIEW AVENUE,BROOKLYN,NY,11236,BROOKLYN,NEW YORK CITY,CONVENIENCE STORE,07/10/2023,"9612 SEAVIEW AVENUE
BROOKLYN, NY 11236
(40.633390732000066, -73.88992715299997)"
NASSAU,BEER BEVERAGE DEPOT / MANDALAY BEER & BEVERAGE INC,257 W MERRICK ROAD,VALLEY STREAM,NY,11580,HEMPSTEAD,NASSAU,LIQUOR/BEVERAGE STORE,07/10/2023,"257 W MERRICK ROAD
VALLEY STREAM, NY 11580
(40.667603105, -73.70660898)"
GENEVA DO,BOB & IRV'S SURE SAVE,136 MAIN  STREET,NAPLES,NY,14512,NAPLES,ONTARIO,GROCERY SUPERMARKET,07/10/2023,"136 MAIN  STREET
NAPLES, NY 14512
(42.614095222, -77.402837592)"
DUTCHESS,GIGGLES (GIGGLES WORLD CORP.),3969 ALBANY POST ROAD,HYDE PARK,NY,12580,HYDE PARK,DUTCHESS,OTHER,07/10/2023,"3969 ALBANY POST ROAD
HYDE PARK, NY 12580
(41.761386651, -73.930937543)"
NYC,ARVI CONVENIENCE STORE INC,60-65 FRESH POND ROAD,MASPETH,NY,11378,QUEENS,NEW YORK CITY,CONVENIENCE STORE,07/10/2023,"60-65 FRESH POND ROAD
MASPETH, NY 11378
(40.715263319, -73.901164603)"
NYC,DILONE MINI MARKET INC.,2837 FULTON STREET,BROOKLYN,NY,11207,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"2837 FULTON STREET
BROOKLYN, NY 11207
(40.67842615300003, -73.88976303599998)"
NASSAU,MINI ORANGE CORP DELI & GROCERY / MINI ORANGE NY C,24 AVE A,PORT WASHINGTON,NY,11050,N. HEMPSTEAD,NASSAU,DELICATESSEN,07/10/2023,"24 AVE A
PORT WASHINGTON, NY 11050
(40.84391757, -73.693381415)"
NYC,BROADWAY AUTO CENTER NY INC,32-09  21ST STREET,LONG ISLAND CITY,NY,11106,QUEENS,NEW YORK CITY,GAS STATION,07/10/2023,"32-09  21ST STREET
LONG ISLAND CITY, NY 11106
(40.764829242, -73.931669869)"
NYC,UNCLE JOE DELI AND GROCERY CORP,3323 CHURCH AVENUE,BROOKLYN,NY,11203,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"3323 CHURCH AVENUE
BROOKLYN, NY 11203
(40.651130947, -73.945863784)"
WESTCHESTER,YOUSAF INC,1208 OREGON ROAD,CORTLANDT MANOR,NY,10567,PEEKSKILL,WESTCHESTER,GAS STATION,07/10/2023,"1208 OREGON ROAD
CORTLANDT MANOR, NY 10567
(41.331695091, -73.876095588)"
NYC,CHOE FARM OF NYC INC,97-18 63RD ROAD,REGO PARK,NY,11374,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"97-18 63RD ROAD
REGO PARK, NY 11374
(40.731141996, -73.86019034)"
NYC,YOUR WIRELESS MASPETH INC.,6943 GRAND  AVENUE,MASPETH,NY,11378,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"6943 GRAND  AVENUE
MASPETH, NY 11378
(40.726844217, -73.894092875)"
NYC,"111 CORONA CANDY STORE, INC.",40-01 111TH STREET,CORONA,NY,11368,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"40-01 111TH STREET
CORONA, NY 11368
(40.75145843, -73.855631675)"
ONONDAGA,DOMINICK'S SUPERMARKET,139 GERTRUDE STREET,SYRACUSE,NY,13203,SYRACUSE,ONONDAGA,GROCERY SUPERMARKET,07/10/2023,"139 GERTRUDE STREET
SYRACUSE, NY 13203
(43.054499232, -76.137501046)"
NYC,THE DELI AT FIRST & FIFTY NINTH INC.,1075 1ST AVENUE,NEW YORK,NY,10022,MANHATTAN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"1075 1ST AVENUE
NEW YORK, NY 10022
(40.759466333, -73.962306983)"
ORANGE,PIPE DREAMS,581 ROUTE 17M,MONROE,NY,10950,MONROE,ORANGE,TOBACCO RETAIL,07/10/2023,"581 ROUTE 17M
MONROE, NY 10950
(41.321053971, -74.184537639)"
DUTCHESS,GHT PETROLEUM,349 ROUTE 82,HOPEWELL JUNCTION,NY,12533,WAPPINGER,DUTCHESS,CONVENIENCE/GAS,07/10/2023,"349 ROUTE 82
HOPEWELL JUNCTION, NY 12533
(41.563123964, -73.849767276)"
NYC,FIRST CONVENIENT CORP,1661 1ST AVENUE,MANHATTAN,NY,100,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"1661 1ST AVENUE
MANHATTAN, NY 100
(40.777349291, -73.949253174)"
NASSAU,TOBACCO KING EXPRESS,63 GLEN HEAD ROAD,GLEN HEAD,NY,11545,OYSTER BAY,NASSAU,CONVENIENCE STORE,07/10/2023,"63 GLEN HEAD ROAD
GLEN HEAD, NY 11545
(40.83357208, -73.626586783)"
WESTCHESTER,S.K. INFOTECH INC.,154A NORTH AVENUE,NEW ROCHELLE,NY,10801,NEW ROCHELLE,WESTCHESTER,CONVENIENCE STORE,07/10/2023,"154A NORTH AVENUE
NEW ROCHELLE, NY 10801
(40.908356654, -73.779574939)"
HERKIMER DO,PRO VAPORS NY,4456 HIGHWAY 30,AMSTERDAM,NY,12010,AMSTERDAM,MONTGOMERY,OTHER,07/10/2023,"4456 HIGHWAY 30
AMSTERDAM, NY 12010
(42.999173768, -74.190153225)"
NASSAU,FAMILY FRUIT FARM,15 GREAT NECK ROAD,GREAT NECK,NY,11021,N. HEMPSTEAD,NASSAU,GROCERY SUPERMARKET,07/10/2023,"15 GREAT NECK ROAD
GREAT NECK, NY 11021
(40.786559452, -73.7273904)"
SUFFOLK,RC SMOKES,426 SILVER ST.,WEST BABYLON,NY,11704,BABYLON,SUFFOLK,TOBACCO RETAIL,07/10/2023,"426 SILVER ST.
WEST BABYLON, NY 11704
(40.724870237, -73.341506856)"
NYC,NAMDOR INC.,907 8TH AVENUE,NEW YORK,NY,10019,MANHATTAN,NEW YORK CITY,CONVENIENCE STORE,07/10/2023,"907 8TH AVENUE
NEW YORK, NY 10019
(40.764751123, -73.98454216)"
NYC,THIRD AVE GROCERY STORE CORP,2223 3RD AVENUE,NEW YORK,NY,10035,MANHATTAN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"2223 3RD AVENUE
NEW YORK, NY 10035
(40.801218478, -73.937409713)"
ROCKLAND,DADS CIGAR WAREHOUSE,130 ROCKLAND PLAZA,NA NUET,NY,10954,CLARKSTOWN,ROCKLAND,TOBACCO RETAIL,07/10/2023,"130 ROCKLAND PLAZA
NA NUET, NY 10954
(41.098825536, -74.01484207)"
ULSTER,IRELAND CORNERS GAS & CONVENIENCE INC,604 RTE 208,GARDINER,NY,12525,GARDINER,ULSTER,CONVENIENCE/GAS,07/10/2023,"604 RTE 208
GARDINER, NY 12525
(41.67432256600006, -74.13322102899997)"
GENEVA DO,SMOKE SHOP,372 EXCHANGE  STREET,GENEVA,NY,14456,GENEVA,ONTARIO,TOBACCO RETAIL,07/10/2023,"372 EXCHANGE  STREET
GENEVA, NY 14456
(42.869399988, -76.981209757)"
SCHENECTADY,MINI MART & DELI,864 ALBANY STREET,SCHENECTADY,NY,12307,SCHENECTADY,SCHENECTADY,CONVENIENCE STORE,07/10/2023,"864 ALBANY STREET
SCHENECTADY, NY 12307
(42.805616639, -73.934790041)"
NYC,PRINCESS DELI AND SMOKE SHOP CORP,1318 FULTON STREET,BROOKLYN,NY,11216,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"1318 FULTON STREET
BROOKLYN, NY 11216
(40.680199722, -73.9480554)"
MONROE,STONEWOOD DELI & MARKET,295 STONEWOOD AVENUE,ROCHESTER,NY,14616,GREECE,MONROE,DELICATESSEN,07/10/2023,"295 STONEWOOD AVENUE
ROCHESTER, NY 14616
(43.230727237, -77.634670808)"
WESTCHESTER,SMOKER'S CELLAR INC.,1587 CENTRAL PARK AVENUE,YONKERS,NY,10710,YONKERS,WESTCHESTER,TOBACCO RETAIL,07/10/2023,"1587 CENTRAL PARK AVENUE
YONKERS, NY 10710
(40.953121572, -73.843505677)"
NYC,"MORONTA, JOSE R DURAN",501 WEST 169TH STREET,NEW YORK,NY,10032,MANHATTAN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"501 WEST 169TH STREET
NEW YORK, NY 10032
(40.840685089, -73.936683756)"
NYC,ISTANBULL CONVENIENCE CORP,2018 BATH AVENUE,BROOKLYN,NY,11214,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"2018 BATH AVENUE
BROOKLYN, NY 11214
(40.601013704, -74.001151991)"
ERIE,FAMILY MART,660 ENGLEWOOD  AVENUE,TONAWANDA,NY,14223,TONAWANDA,ERIE,CONVENIENCE/GAS,07/10/2023,"660 ENGLEWOOD  AVENUE
TONAWANDA, NY 14223
(42.964369046, -78.84343286)"
